country_long,iso2,project,page_id,page_title,pageviews_dp,date
India,IN,en.wikipedia,242702,Monkeypox,1592,2022-06-04
Italy,IT,it.wikipedia,3197420,Vaiolo delle scimmie,459,2022-06-04
Taiwan,TW,zh.wikipedia,39366,猴痘,1086,2022-06-04
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1376,2022-06-04
United States of America,US,en.wikipedia,242702,Monkeypox,8712,2022-06-04
Canada,CA,en.wikipedia,242702,Monkeypox,2145,2022-06-05
France,FR,fr.wikipedia,2104851,Variole du singe,1936,2022-06-05
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2209,2022-06-05
India,IN,en.wikipedia,39680623,Monkeypox virus,852,2022-06-05
India,IN,en.wikipedia,242702,Monkeypox,1212,2022-06-05
Taiwan,TW,zh.wikipedia,39366,猴痘,808,2022-06-05
United States of America,US,en.wikipedia,39680623,Monkeypox virus,840,2022-06-05
United States of America,US,en.wikipedia,242702,Monkeypox,6041,2022-06-05
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,464,2022-06-05
Canada,CA,en.wikipedia,242702,Monkeypox,2287,2022-06-06
Germany,DE,en.wikipedia,242702,Monkeypox,479,2022-06-06
France,FR,fr.wikipedia,2104851,Variole du singe,2269,2022-06-06
United Kingdom,GB,en.wikipedia,242702,Monkeypox,3122,2022-06-06
India,IN,en.wikipedia,39680623,Monkeypox virus,675,2022-06-06
India,IN,en.wikipedia,242702,Monkeypox,1206,2022-06-06
Malaysia,MY,zh.wikipedia,39366,猴痘,515,2022-06-06
Singapore,SG,en.wikipedia,242702,Monkeypox,582,2022-06-06
Taiwan,TW,zh.wikipedia,39366,猴痘,891,2022-06-06
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,1955,2022-06-06
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,490,2022-06-06
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1018,2022-06-06
United States of America,US,en.wikipedia,242702,Monkeypox,9147,2022-06-06
France,FR,fr.wikipedia,2104851,Variole du singe,2217,2022-06-07
India,IN,en.wikipedia,39680623,Monkeypox virus,731,2022-06-07
Taiwan,TW,zh.wikipedia,39366,猴痘,482,2022-06-07
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,471,2022-06-07
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1280,2022-06-07
Hungary,HU,hu.wikipedia,1834968,Majomhimlő,493,2022-06-07
Georgia,GE,ka.wikipedia,533133,მაიმუნის ყვავილი,675,2022-06-07
France,FR,fr.wikipedia,2104851,Variole du singe,2228,2022-06-08
Hong Kong,HK,zh.wikipedia,39366,猴痘,521,2022-06-08
India,IN,en.wikipedia,39680623,Monkeypox virus,464,2022-06-08
Taiwan,TW,zh.wikipedia,39366,猴痘,876,2022-06-08
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,590,2022-06-08
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1152,2022-06-08
France,FR,fr.wikipedia,2104851,Variole du singe,1902,2022-06-09
Hong Kong,HK,zh.wikipedia,39366,猴痘,571,2022-06-09
India,IN,en.wikipedia,39680623,Monkeypox virus,653,2022-06-09
Taiwan,TW,zh.wikipedia,39366,猴痘,969,2022-06-09
United States of America,US,en.wikipedia,39680623,Monkeypox virus,851,2022-06-09
France,FR,fr.wikipedia,2104851,Variole du singe,1544,2022-06-10
Hong Kong,HK,zh.wikipedia,39366,猴痘,755,2022-06-10
India,IN,en.wikipedia,39680623,Monkeypox virus,602,2022-06-10
Poland,PL,ru.wikipedia,2609064,Оспа обезьян,1091,2022-06-10
Poland,PL,pl.wikipedia,1844932,Ospa małpia,4094,2022-06-10
Taiwan,TW,zh.wikipedia,39366,猴痘,530,2022-06-10
United States of America,US,en.wikipedia,39680623,Monkeypox virus,675,2022-06-10
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,3802,2022-06-10
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,1581,2022-06-10
France,FR,fr.wikipedia,2104851,Variole du singe,1235,2022-06-11
Hong Kong,HK,zh.wikipedia,39366,猴痘,481,2022-06-11
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1363,2022-06-11
United States of America,US,en.wikipedia,39680623,Monkeypox virus,661,2022-06-11
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,1195,2022-06-11
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,494,2022-06-11
France,FR,fr.wikipedia,2104851,Variole du singe,956,2022-06-12
Poland,PL,pl.wikipedia,1844932,Ospa małpia,735,2022-06-12
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,623,2022-06-12
United States of America,US,en.wikipedia,39680623,Monkeypox virus,688,2022-06-12
France,FR,fr.wikipedia,2104851,Variole du singe,998,2022-06-13
Poland,PL,pl.wikipedia,1844932,Ospa małpia,880,2022-06-13
Taiwan,TW,zh.wikipedia,39366,猴痘,497,2022-06-13
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,1516,2022-06-13
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,599,2022-06-13
United States of America,US,en.wikipedia,39680623,Monkeypox virus,530,2022-06-13
Canada,CA,en.wikipedia,242702,Monkeypox,2241,2022-06-14
Canada,CA,fr.wikipedia,2104851,Variole du singe,516,2022-06-14
Germany,DE,en.wikipedia,242702,Monkeypox,540,2022-06-14
France,FR,fr.wikipedia,2104851,Variole du singe,1218,2022-06-14
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2040,2022-06-14
India,IN,en.wikipedia,242702,Monkeypox,458,2022-06-14
Poland,PL,pl.wikipedia,1844932,Ospa małpia,708,2022-06-14
Taiwan,TW,zh.wikipedia,39366,猴痘,665,2022-06-14
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,759,2022-06-14
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,482,2022-06-14
United States of America,US,en.wikipedia,39680623,Monkeypox virus,592,2022-06-14
United States of America,US,en.wikipedia,242702,Monkeypox,6845,2022-06-14
Australia,AU,en.wikipedia,242702,Monkeypox,773,2022-06-15
Canada,CA,en.wikipedia,242702,Monkeypox,2205,2022-06-15
Canada,CA,fr.wikipedia,2104851,Variole du singe,523,2022-06-15
Germany,DE,en.wikipedia,242702,Monkeypox,659,2022-06-15
France,FR,fr.wikipedia,2104851,Variole du singe,1830,2022-06-15
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2036,2022-06-15
Hong Kong,HK,zh.wikipedia,39366,猴痘,806,2022-06-15
India,IN,en.wikipedia,39680623,Monkeypox virus,605,2022-06-15
India,IN,en.wikipedia,242702,Monkeypox,716,2022-06-15
Poland,PL,pl.wikipedia,1844932,Ospa małpia,1000,2022-06-15
Taiwan,TW,zh.wikipedia,39366,猴痘,1789,2022-06-15
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,698,2022-06-15
United States of America,US,en.wikipedia,39680623,Monkeypox virus,999,2022-06-15
United States of America,US,en.wikipedia,242702,Monkeypox,8750,2022-06-15
Georgia,GE,ka.wikipedia,533133,მაიმუნის ყვავილი,2340,2022-06-15
Australia,AU,en.wikipedia,242702,Monkeypox,560,2022-06-16
Canada,CA,en.wikipedia,242702,Monkeypox,1650,2022-06-16
Canada,CA,fr.wikipedia,2104851,Variole du singe,473,2022-06-16
France,FR,fr.wikipedia,2104851,Variole du singe,1332,2022-06-16
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1677,2022-06-16
India,IN,en.wikipedia,39680623,Monkeypox virus,525,2022-06-16
India,IN,en.wikipedia,242702,Monkeypox,693,2022-06-16
Poland,PL,pl.wikipedia,1844932,Ospa małpia,952,2022-06-16
Taiwan,TW,zh.wikipedia,39366,猴痘,1138,2022-06-16
United States of America,US,en.wikipedia,39680623,Monkeypox virus,752,2022-06-16
United States of America,US,en.wikipedia,242702,Monkeypox,8081,2022-06-16
Georgia,GE,ka.wikipedia,533133,მაიმუნის ყვავილი,940,2022-06-16
Canada,CA,en.wikipedia,242702,Monkeypox,1622,2022-06-17
France,FR,fr.wikipedia,2104851,Variole du singe,1164,2022-06-17
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,451,2022-06-17
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1339,2022-06-17
India,IN,en.wikipedia,242702,Monkeypox,460,2022-06-17
Taiwan,TW,zh.wikipedia,39366,猴痘,648,2022-06-17
United States of America,US,en.wikipedia,39680623,Monkeypox virus,558,2022-06-17
United States of America,US,en.wikipedia,242702,Monkeypox,6011,2022-06-17
Canada,CA,en.wikipedia,242702,Monkeypox,1579,2022-06-18
Germany,DE,en.wikipedia,242702,Monkeypox,550,2022-06-18
France,FR,fr.wikipedia,2104851,Variole du singe,947,2022-06-18
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1320,2022-06-18
United States of America,US,en.wikipedia,39680623,Monkeypox virus,527,2022-06-18
United States of America,US,en.wikipedia,242702,Monkeypox,4197,2022-06-18
Chile,CL,es.wikipedia,90956,Viruela símica,559,2022-06-18
Canada,CA,en.wikipedia,242702,Monkeypox,1143,2022-06-19
Germany,DE,en.wikipedia,242702,Monkeypox,468,2022-06-19
France,FR,fr.wikipedia,2104851,Variole du singe,985,2022-06-19
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1428,2022-06-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,564,2022-06-19
United States of America,US,en.wikipedia,242702,Monkeypox,5035,2022-06-19
Canada,CA,en.wikipedia,242702,Monkeypox,904,2022-06-20
Germany,DE,en.wikipedia,242702,Monkeypox,454,2022-06-20
France,FR,fr.wikipedia,2104851,Variole du singe,1037,2022-06-20
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1151,2022-06-20
United States of America,US,en.wikipedia,39680623,Monkeypox virus,492,2022-06-20
United States of America,US,en.wikipedia,242702,Monkeypox,3608,2022-06-20
Canada,CA,en.wikipedia,242702,Monkeypox,710,2022-06-21
France,FR,fr.wikipedia,2104851,Variole du singe,1093,2022-06-21
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1751,2022-06-21
Taiwan,TW,zh.wikipedia,39366,猴痘,519,2022-06-21
United States of America,US,en.wikipedia,39680623,Monkeypox virus,523,2022-06-21
United States of America,US,en.wikipedia,242702,Monkeypox,3564,2022-06-21
Canada,CA,en.wikipedia,242702,Monkeypox,864,2022-06-22
France,FR,fr.wikipedia,2104851,Variole du singe,1112,2022-06-22
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1458,2022-06-22
Hong Kong,HK,zh.wikipedia,39366,猴痘,731,2022-06-22
Singapore,SG,en.wikipedia,242702,Monkeypox,755,2022-06-22
Taiwan,TW,zh.wikipedia,39366,猴痘,3610,2022-06-22
United States of America,US,en.wikipedia,39680623,Monkeypox virus,492,2022-06-22
United States of America,US,en.wikipedia,242702,Monkeypox,3303,2022-06-22
South Korea,KR,ko.wikipedia,3227128,원숭이두창 바이러스,599,2022-06-22
France,FR,fr.wikipedia,2104851,Variole du singe,961,2022-06-23
Hong Kong,HK,zh.wikipedia,39366,猴痘,519,2022-06-23
India,IN,en.wikipedia,39680623,Monkeypox virus,579,2022-06-23
Taiwan,TW,zh.wikipedia,39366,猴痘,2837,2022-06-23
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,2430,2022-06-23
Ukraine,UA,uk.wikipedia,2434657,Віспа мавп,672,2022-06-23
United States of America,US,en.wikipedia,39680623,Monkeypox virus,742,2022-06-23
United States of America,US,zh.wikipedia,39366,猴痘,478,2022-06-23
Colombia,CO,es.wikipedia,90956,Viruela símica,699,2022-06-24
France,FR,fr.wikipedia,2104851,Variole du singe,1132,2022-06-24
Hong Kong,HK,zh.wikipedia,39366,猴痘,1290,2022-06-24
India,IN,en.wikipedia,39680623,Monkeypox virus,1137,2022-06-24
Japan,JP,zh.wikipedia,39366,猴痘,555,2022-06-24
Taiwan,TW,zh.wikipedia,7988264,猴痘病毒,1081,2022-06-24
Taiwan,TW,zh.wikipedia,39366,猴痘,22303,2022-06-24
Taiwan,TW,en.wikipedia,39680623,Monkeypox virus,508,2022-06-24
United States of America,US,en.wikipedia,39680623,Monkeypox virus,883,2022-06-24
United States of America,US,zh.wikipedia,39366,猴痘,1385,2022-06-24
Ukraine,UA,ru.wikipedia,2609064,Оспа обезьян,563,2022-06-24
Canada,CA,en.wikipedia,242702,Monkeypox,952,2022-06-25
France,FR,fr.wikipedia,2104851,Variole du singe,1273,2022-06-25
